번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,관광숙박업상세명
340,관광숙박업,03_11_01_P,3490000,CDFI2260032016000011,2016-09-22,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 885-1,"인천광역시 중구 왕산로 62 (을왕동, 일마레호스텔)",22383,일마레호스텔,2021-10-15 14:13,U,2021-10-17 2:40,,143948.092,440244.3858,관광숙박업,,자연녹지지역,5,,,,숙박시설,4,1,0,0,,,0,0,,0,0,,0,939,,0,,,,,,,20000000,,,,939,호스텔업
341,관광숙박업,03_11_01_P,3490000,CDFI2260032016000012,2016-09-22,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 202-1번지,인천광역시 중구 용유서로 150 (을왕동),22384,스카이 호스텔,2018-03-17 17:35,I,2018-08-31 23:59,,146043.3923,438646.466,관광숙박업,,자연녹지지역,5,기타,,,숙박시설,4,1,,,,,,,,,,,,782.84,,,,,,,,,24000000,,,,783,호스텔업
342,관광숙박업,03_11_01_P,3490000,CDFI2260032016000013,2016-10-14,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 889번지,인천광역시 중구 왕산로38번길 7 (을왕동),22383,조이풀 호스텔,2018-03-17 17:34,I,2018-08-31 23:59,,144109.1857,440079.8822,관광숙박업,,자연녹지지역,1,,,,숙박시설,1,,,,,,,,,,,,,197.27,,,,,,,,,20000000,,,,197,호스텔업
343,관광숙박업,03_11_01_P,3490000,CDFI2260032016000014,2016-10-14,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 763-31,"인천광역시 중구 을왕로58번길 9-6 (을왕동, 발리모텔)",22383,발리 호스텔,2021-08-25 14:45,U,2021-08-27 2:40,,144375.0358,438820.4047,관광숙박업,,자연녹지지역,4,,,,,4,1,0,0,,,0,0,,0,0,,0,491.25,,0,,,,,,,60000000,,,,491,호스텔업
344,관광숙박업,03_11_01_P,3490000,CDFI2260032016000015,2016-11-15,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 763-28,"인천광역시 중구 을왕로58번길 11-1 (을왕동, 태을파크)",22383,시선 호스텔,2020-07-28 9:37,U,2020-07-30 2:40,,144377.685,438855.1451,관광숙박업,,자연녹지지역,4,,,,숙박시설,4,0,,,,,,,,,,,,342.94,,,,,,,,,30000000,,,,343,호스텔업
345,관광숙박업,03_11_01_P,3490000,CDFI2260032016000016,2016-12-01,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 769-2,"인천광역시 중구 을왕로58번길 13-17 (을왕동, 해오름펜션)",22383,해오름 호스텔,2024-03-06 17:35,U,2024-03-09 2:40,,144353.2417,438869.8856,관광숙박업,,자연녹지지역,4,,,,숙박시설,4,0,,,,,,,,,,,,741.24,,,,,,,,,50000000,,,,741,호스텔업
346,관광숙박업,03_11_01_P,3490000,CDFI2260032016000018,2016-12-21,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 836-2,인천광역시 중구 용유서로450번길 64 (을왕동),22383,바다하우스 호스텔,2022-10-05 16:22,U,2022-10-07 2:40,,144894.8289,439793.1887,관광숙박업,,자연녹지지역,1,,,,,1,,,,,,,,,,,,,394,,,,,,,,,20000000,,,,394,호스텔업
347,관광숙박업,03_11_01_P,3490000,CDFI2260032016000019,2016-12-21,,1,영업/정상,13,영업중,,,,,032 747 0920,,,인천광역시 중구 무의동 276-2,인천광역시 중구 대무의로 229 (무의동),22387,섬뜰아래 호스텔,2023-09-08 10:04,U,2023-09-10 2:40,,149006.3194,432841.5367,관광숙박업,,자연녹지지역,3,,,,,3,,,,,,,,,,,,,762.17,,,,,,,,,5000000,,,,762,호스텔업
348,관광숙박업,03_11_01_P,3490000,CDFI2260032017000001,2017-05-11,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 885-12번지,인천광역시 중구 왕산로48번길 7 (을왕동),22383,당나귀호스텔,2018-11-12 20:33,U,2018-11-14 2:36,,144058.9703,440200.1447,관광숙박업,,자연녹지지역,4,,,,,4,,,,,,,,,,,,,477.2,,,,,,,,,,,,,477,호스텔업
349,관광숙박업,03_11_01_P,3490000,CDFI2260032017000010,2017-08-28,,1,영업/정상,13,영업중,,,,,327519700,,,인천광역시 중구 을왕동 746-5,인천광역시 중구 용유서로302번길 15 (을왕동),22383,제이든 29,2021-10-06 13:33,U,2021-10-08 2:40,,144764.5552,438402.1421,관광숙박업,,,0,,,,,0,0,12,498,,,0,0,,0,0,,0,497.86,,0,,,,,,,30000000,,,,498,호스텔업
350,관광숙박업,03_11_01_P,3490000,CDFI2260032017000011,2017-09-07,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 678-143,인천광역시 중구 선녀바위로55번길 10-15 (을왕동),22383,팜비치호스텔,2021-11-20 13:25,U,2021-11-22 2:40,,145045.2987,437894.9827,관광숙박업,,,5,,,,숙박시설,5,0,19,874,Pambeach Hostel,Hostel,0,0,,0,0,,0,874.1,,0,,,,,,,0,,,,874,
351,관광숙박업,03_11_01_P,3490000,CDFI2260032017000012,2017-12-18,,1,영업/정상,13,영업중,,,,,325858000,,,인천광역시 중구 북성동1가 98-216번지 풀문호텔,"인천광역시 중구 월미로218번길 6, 풀문호텔 (북성동1가)",22303,풀문관광호텔,2018-03-30 9:22,I,2018-08-31 23:59,,164470.922,441695.9523,관광숙박업,,일반상업지역,9,,,,,8,1,,,,,,,,,,,,3890.27,,,,,,,,,,,,,3890,관광호텔업
352,관광숙박업,03_11_01_P,3490000,CDFI2260032017000013,2017-12-18,,1,영업/정상,13,영업중,,,,,032-510-8000,,,인천광역시 중구 북성동1가 98-366,인천광역시 중구 월미로260번길 8 (북성동1가),22303,월미도해월관광호텔,2024-02-29 13:57,U,2024-03-02 2:40,,164376.5429,441352.7423,관광숙박업,,일반상업지역,9,,,,,8,1,0,0,,,0,0,,0,0,,0,4334.25,,0,,,,,,,0,,,,4334,관광호텔업
353,관광숙박업,03_11_01_P,3490000,CDFI2260032018000001,2018-01-11,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 742-13,인천광역시 중구 용유서로302번길 22 (을왕동),22383,마린캠프 호스텔,2021-12-08 9:39,U,2021-12-10 2:40,,144787.2507,438473.0123,관광숙박업,,자연녹지지역,3,,,,,,,,,,,,,,,,,,494.76,,,,,,,,,40000000,,,,495,호스텔업
354,관광숙박업,03_11_01_P,3490000,CDFI2260032018000002,2018-01-11,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 850-11 을왕별 펜션,"인천광역시 중구 용유서로 518, 을왕별 펜션 (을왕동)",22383,반하다 호스텔,2021-10-22 13:40,U,2021-10-24 2:40,,144431.3031,440313.4024,관광숙박업,,자연녹지지역,1,,,,,0,0,6,372,,,0,0,,0,0,,0,372.24,,0,,,,,,,20000000,,,,372,호스텔업
355,관광숙박업,03_11_01_P,3490000,CDFI2260032018000011,2018-06-28,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 762-13번지 비치힐뷰하우스,"인천광역시 중구 용유서로348번길 12 (을왕동, 비치힐뷰하우스)",22383,비치힐 뉴,2018-11-12 20:16,U,2018-11-14 2:36,,144599.2535,438782.9291,관광숙박업,,자연녹지지역,5,,,,,4,1,,,,,,,,,,,,569.8,,,,,,,,,250000000,,,,570,호스텔업
356,관광숙박업,03_11_01_P,3490000,CDFI2260032018000012,2018-06-28,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 762-13번지 비치힐뷰하우스,"인천광역시 중구 용유서로348번길 12 (을왕동, 비치힐뷰하우스)",22383,비치힐,2018-11-12 20:16,U,2018-11-14 2:36,,144599.2535,438782.9291,관광숙박업,,자연녹지지역,5,,,,,4,1,,,,,,,,,,,,569.8,,,,,,,,,1000000000,,,,570,호스텔업
357,관광숙박업,03_11_01_P,3490000,CDFI2260032018000013,2018-06-28,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 762-13번지 비치힐뷰하우스,"인천광역시 중구 용유서로348번길 12 (을왕동, 비치힐뷰하우스)",22383,비치힐 뷰,2018-11-12 20:15,U,2018-11-14 2:36,,144599.2535,438782.9291,관광숙박업,,자연녹지지역,5,,,,,4,1,,,,,,,,,,,,569.8,,,,,,,,,1000000000,,,,570,호스텔업
358,관광숙박업,03_11_01_P,3490000,CDFI2260032018000014,2018-06-28,,1,영업/정상,13,영업중,,,,,312376432,,,인천광역시 중구 을왕동 762-13번지 비치힐뷰하우스,"인천광역시 중구 용유서로348번길 12 (을왕동, 비치힐뷰하우스)",22383,비치힐 플러스,2018-11-12 20:15,U,2018-11-14 2:36,,144599.2535,438782.9291,관광숙박업,,자연녹지지역,5,,,,,4,1,,,,,,,,,,,,568.8,,,,,,,,,,,,,569,호스텔업
359,관광숙박업,03_11_01_P,3490000,CDFI2260032018000003,2018-01-11,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 무의동 7번지,인천광역시 중구 대무의로 497 (무의동),22388,바다마을 펜션 호스텔,2019-01-02 14:36,U,2019-01-04 2:40,,149784.7305,430495.898,관광숙박업,,자연녹지지역,1,,,,,,,,,,,,,,,,,,125.4,,,,,,,,,,,,,125,호스텔업
360,관광숙박업,03_11_01_P,3490000,CDFI2260032018000004,2018-02-02,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 무의동 423-4번지,인천광역시 중구 큰무리로 35-2 (무의동),22386,상수리나무아래 호스텔,2018-11-12 20:21,U,2018-11-14 2:36,,147746.6343,433584.1571,관광숙박업,,자연녹지지역,2,,,,,2,,,,,,,,,,,,,313.34,,,,,,,,,,,,,313,호스텔업
361,관광숙박업,03_11_01_P,3490000,CDFI2260032018000005,2018-02-02,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 무의동 273,인천광역시 중구 대무의로 261 (무의동),22387,해변의 꿈 호스텔,2021-07-21 10:13,U,2021-07-23 2:40,,149164.87,432577.5667,관광숙박업,,자연녹지지역,2,,,,,0,0,0,0,,,0,0,,0,0,,0,337.59,,0,,,,,,,10000000,,,,338,
362,관광숙박업,03_11_01_P,3490000,CDFI2260032018000006,2018-04-09,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 882번지,인천광역시 중구 왕산로52번길 14 (을왕동),22383,화이트,2018-11-12 20:19,U,2018-11-14 2:36,,144008.4202,440225.0733,관광숙박업,,자연녹지지역,,주택가주변,,,숙박시설,,,,,,,,,,,,,,1033.21,,,,,,,,,120000000,,,,1033,호스텔업
363,관광숙박업,03_11_01_P,3490000,CDFI2260032018000007,2018-05-02,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 678-42번지,인천광역시 중구 선녀바위로55번길 20 (을왕동),22383,로얄,2019-05-08 9:41,U,2019-05-10 2:40,,145002.016,437971.7642,관광숙박업,,자연녹지지역,2,,,,숙박시설,2,,,,,,,,,,,,,545.92,,,,,,,,,8000000,,,,546,호스텔업
364,관광숙박업,03_11_01_P,3490000,CDFI2260032018000008,2018-05-02,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 남북동 888-3번지,인천광역시 중구 용유로380번길 10 (남북동),22384,한라,2018-11-12 20:17,U,2018-11-14 2:36,,147223.7342,438828.3561,관광숙박업,,자연녹지지역,1,,,,,1,,,,,,,,,,,,,182.28,,,,,,,,,30000000,,,,182,호스텔업
365,관광숙박업,03_11_01_P,3490000,CDFI2260032018000009,2018-05-11,,1,영업/정상,13,영업중,,,,,327657142,,,인천광역시 중구 북성동1가 98-10,인천광역시 중구 월미로234번길 12 (북성동1가),22303,블루마린호텔,2023-01-05 17:09,U,2023-01-07 2:40,,164396.9704,441563.6592,관광숙박업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,관광호텔업
366,관광숙박업,03_11_01_P,3560000,CDFI2260032018000001,2018-01-19,,1,영업/정상,13,영업중,,,,,032 578 1111,,,인천광역시 서구 석남동 518-18,"인천광역시 서구 길주로 79, 401호 (석남동)",22789,에이플러스 호스텔,2022-07-06 15:18,U,2022-07-08 2:40,,170845.0637,444993.8378,관광숙박업,,일반상업지역,0,,,,,0,0,24,1215,,,0,0,,0,0,,0,1076.28,,0,,,,,,,1000000000,,,,1076,호스텔업
367,관광숙박업,03_11_01_P,3560000,CDFI2260032018000002,2018-06-27,,1,영업/정상,13,영업중,,,,,032-585-8900,,,인천광역시 서구 원창동 381-51,인천광역시 서구 북항로32번길 20 (원창동),22769,호텔 원티드,2021-12-03 13:59,U,2021-12-05 2:40,,168566.5433,445180.8811,관광숙박업,,일반상업지역,9,기타,,,숙박시설,8,1,91,6289,,,0,0,,0,0,,0,6289.49,,0,,,,,,,4000000000,,,,6289,관광호텔업
368,관광숙박업,03_11_01_P,3490000,CDFI2260032007000006,2007-10-31,,1,영업/정상,13,영업중,,,,,,,400-410,인천광역시 중구 덕교동 128-17,,,오션사이드관광호텔,2022-09-05 12:35,U,2022-09-07 2:40,,148697.8859,436202.8875,관광숙박업,관광사업,자연녹지지역,6,기타,,,호텔,5,1,53,2672,,,0,0,,0,0,,0,2671.81,,0,,,,,,,0,,,,2672,
369,관광숙박업,03_11_01_P,3490000,CDFI2260032007000007,2007-12-17,,1,영업/정상,13,영업중,,,,,032-752-8333,,400-420,인천광역시 중구 을왕동 763-35,"인천광역시 중구 을왕로58번길 7 (을왕동, 레이관광호텔)",400-420,레이관광호텔,2024-03-05 11:53,U,2024-03-07 2:40,,144336.7805,438786.1172,관광숙박업,관광사업,자연녹지지역,7,기타,,,호텔,6,1,31,1373,Tourist Hotel Ray,Tourist Hotel,,,,,,,,1372.64,,,,,,,,,500000000,,,,1373,관광호텔업
370,관광숙박업,03_11_01_P,3490000,CDFI2260032007000008,2007-02-27,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 678-53 호텔오션뷰,"인천광역시 중구 선녀바위로55번길 13, 호텔오션뷰 (을왕동)",22383,호텔오션뷰,2024-01-09 10:06,U,2024-01-11 2:40,,144945.5347,437923.1086,관광숙박업,,자연녹지지역,7,,,,,6,1,30,1138,,,,,,,,,,1137.84,,,,,,,,,,,,,1138,관광호텔업
371,관광숙박업,03_11_01_P,3490000,CDFI2260032009000002,2009-01-29,,1,영업/정상,13,영업중,,,,,,,400-420,인천광역시 중구 을왕동 686,인천광역시 중구 선녀바위로55번길 35 (을왕동),400-420,휴 호스텔,2023-06-27 14:57,U,2023-06-29 2:40,,144937.4639,438108.6044,관광숙박업,,자연녹지지역,6,,,,호텔,5,1,31,1342,,,0,0,,0,0,,0,1347.72,,0,,,,,,,0,,,,1348,호스텔업
372,관광숙박업,03_11_01_P,3490000,CDFI2260032010000001,2010-06-17,,1,영업/정상,13,영업중,,,,,032-751-8868,,400-811,인천광역시 중구 운남동 507-8,,,영종 스테이 호텔(영종 Stay Hotel),2024-02-02 18:00,U,2024-02-04 2:40,,158969.0324,443657.5879,관광숙박업,,자연녹지지역,0,,,,,5,1,45,504,Yeongjong Tourist Hotel,Tourist Hotel,0,0,,0,0,,0,3207.2,,0,,,,,,,0,,,,3207,관광호텔업
373,관광숙박업,03_11_01_P,3490000,CDFI2260032010000002,2010-01-06,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 255 인천프린스 관광호텔,"인천광역시 중구 용유서로172번길 22, 사보이관광호텔 (을왕동)",22384,인천 프린스 관광호텔,2022-05-27 9:07,U,2022-05-29 2:40,,145877.5262,438773.2596,관광숙박업,,자연녹지지역,6,,,,,5,1,31,1129,,,,,,,,,,1129.28,,,,,,,,,,,,,1129,관광호텔업
374,관광숙박업,03_11_01_P,3490000,CDFI2260032012000001,2012-04-06,,1,영업/정상,13,영업중,,,,,032-764-3003,,400-201,인천광역시 중구 북성동1가 98-310,,,아이 네이버 관광호텔,2024-03-15 13:46,U,2024-03-17 2:40,,164515.5189,441394.0245,관광숙박업,,일반상업지역,7,,,,호텔,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,관광호텔업
375,관광숙박업,03_11_01_P,3490000,CDFI2260032012000002,2012-08-10,,1,영업/정상,13,영업중,,,,,032-772-0023,,400-201,인천광역시 중구 북성동1가 98-363,,,루비관광호텔월미도,2023-02-09 19:50,U,2023-02-11 2:40,,164420.985,441376.8726,관광숙박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,관광호텔업
376,관광숙박업,03_11_01_P,3490000,CDFI2260032013000001,2013-06-04,,1,영업/정상,13,영업중,,,,,,,400-201,인천광역시 중구 북성동1가 98-326,인천광역시 중구 월미로242번길 7-2 (북성동1가),22303,호텔 더 시스타,2023-12-08 13:41,U,2023-12-10 2:40,,164407.6692,441427.8737,관광숙박업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,관광호텔업
377,관광숙박업,03_11_01_P,3490000,CDFI2260032013000002,2013-10-23,,1,영업/정상,13,영업중,,,,,032-772-6300,,,인천광역시 중구 북성동1가 98-81 W호텔,"인천광역시 중구 월미로 211, W호텔 (북성동1가)",22302,W hotel,2023-06-20 10:11,U,2023-06-22 2:40,,164559.2104,441728.1215,관광숙박업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,관광호텔업
378,관광숙박업,03_11_01_P,3490000,CDFI2260032013000003,2013-07-02,,1,영업/정상,13,영업중,,,,,032-751-3800,,,인천광역시 중구 덕교동 128-64,인천광역시 중구 마시란로 51-29 (덕교동),22385,호텔휴로프트,2021-07-30 9:26,U,2021-08-01 2:40,,148656.5282,436123.0002,관광숙박업,,자연녹지지역,5,,,,숙박시설,5,0,38,1273,,,0,0,,0,0,,0,484.27,,0,,,,,,,0,,,,484,호스텔업
379,관광숙박업,03_11_01_P,3490000,CDFI2260032014000001,2014-04-28,,1,영업/정상,13,영업중,,,,,032-764-9000,,400-201,인천광역시 중구 북성동1가 98-533,인천광역시 중구 월미로 266 (북성동1가),22303,베니키아 월미도 더 블리스 호텔,2023-12-11 16:32,U,2023-12-13 2:40,,164320.9495,441258.0907,관광숙박업,,일반상업지역,8,,,,호텔,7,1,0,0,,,0,0,,0,0,,0,4982.23,,0,,,,,,,11600000000,,,,4982,관광호텔업
380,관광숙박업,03_11_01_P,3490000,CDFI2260032014000002,2014-06-18,,1,영업/정상,13,영업중,,,,,032-777-7272,,400-201,인천광역시 중구 북성동1가 98-367번지,인천광역시 중구 월미로260번길 12 (북성동1가),22303,MK프리미어스 호텔,2016-08-10 13:06,I,2018-08-31 23:59,,164350.706,441389.2327,관광숙박업,,일반상업지역,8,기타,,,호텔,7,1,,,,,,,,,,,,4991.73,,,,,,,,,100000000,,,,4992,관광호텔업
381,관광숙박업,03_11_01_P,3490000,CDFI2260032014000003,2014-07-10,,1,영업/정상,13,영업중,,,,,032-762-5400,,400-014,인천광역시 중구 중앙동4가 2-9번지,인천광역시 중구 신포로23번길 3 (중앙동4가),22314,대원관광호텔,2014-07-10 19:58,I,2018-08-31 23:59,,166709.1093,441054.203,관광숙박업,,일반상업지역,7,기타,,,숙박시설,6,1,,,,,,,,,,,,1461.4,,,,,,,,,1000000000,,,,1461,관광호텔업
382,관광숙박업,03_11_01_P,3490000,CDFI2260032014000004,2014-09-25,,1,영업/정상,13,영업중,,,,,032-761-1001,,400-201,인천광역시 중구 북성동1가 98-24,인천광역시 중구 반달로3번길 16 (북성동1가),22302,스텔라마리스 호텔,2023-02-03 18:54,U,2023-02-05 2:40,,164589.5648,441719.9758,관광숙박업,,일반상업지역,6,기타,,,숙박시설,6,,,,,,,,,,,,,1546.89,,,,,,,,,200000000,,,,1547,소형호텔업
383,관광숙박업,03_11_01_P,3490000,CDFI2260032014000005,2014-02-03,,1,영업/정상,13,영업중,,,,,032-746-2610,,,인천광역시 중구 을왕동 763-34,인천광역시 중구 을왕로58번길 9 (을왕동),22383,블루프로그호텔,2022-01-07 22:44,U,2022-01-09 2:40,,144362.1639,438790.6618,관광숙박업,,자연녹지지역,6,,,,,5,1,24,1147,,,,,,,,,,1147.37,,,,,,,,,,,,,1147,호스텔업
384,관광숙박업,03_11_01_P,3490000,CDFI2260032015000001,2015-01-09,,1,영업/정상,13,영업중,,,,,032-746-3415,,400-420,인천광역시 중구 을왕동 763-24,인천광역시 중구 을왕로58번길 9-4 (을왕동),22383,라인호스텔,2021-04-13 9:00,U,2021-04-15 2:40,,144391.2866,438801.4411,관광숙박업,,자연녹지지역,5,기타,,,숙박시설,4,1,,,,,,,,,,,,444.46,,,,,,,,,30000000,,,,444,호스텔업
385,관광숙박업,03_11_01_P,3490000,CDFI2260032015000003,2015-03-11,,1,영업/정상,13,영업중,,,,,032-751-2434,,400-420,인천광역시 중구 을왕동 749-3,인천광역시 중구 용유서로304번길 6 (을왕동),22383,하나 호스텔,2021-09-16 11:13,U,2021-09-18 2:40,,144728.3469,438375.1927,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,4,0,10,434,,,0,0,,0,0,,0,434.48,,0,,,,,,,400000000,,,,434,호스텔업
386,관광숙박업,03_11_01_P,3490000,CDFI2260032015000004,2015-04-23,,1,영업/정상,13,영업중,,,,,,,400-420,인천광역시 중구 을왕동 763-12번지,인천광역시 중구 을왕로58번길 8 (을왕동),22383,스위스파크 호스텔,2018-03-19 19:17,I,2018-08-31 23:59,,144406.7609,438743.7711,관광숙박업,,자연녹지지역,7,기타,,,숙박시설,6,1,,,,,,,,,,,,507.24,,,,,,,,,50000000,,,,507,호스텔업
387,관광숙박업,03_11_01_P,3490000,CDFI2260032015000005,2015-05-04,,1,영업/정상,13,영업중,,,,,,,400-420,인천광역시 중구 을왕동 730-6번지,인천광역시 중구 용유서로274번길 28 (을왕동),22383,엔소이 호스텔,2018-03-27 17:34,I,2018-08-31 23:59,,144882.6579,438396.3225,관광숙박업,,자연녹지지역,1,기타,,,숙박시설,1,0,,,,,,,,,,,,368.5,,,,,,,,,160000000,,,,369,호스텔업
388,관광숙박업,03_11_01_P,3490000,CDFI2260032015000007,2015-08-03,,1,영업/정상,13,영업중,,,,,327468600,,,인천광역시 중구 을왕동 769-10번지,"인천광역시 중구 을왕로58번길 9-9 (을왕동, 홀리랜드)",22383,홀리랜드B 호스텔,2019-05-03 11:15,U,2019-05-05 2:40,,144341.2624,438832.9965,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,4,0,,,,,,,,,,,,798.96,,,,,,,,,,,,,799,호스텔업
389,관광숙박업,03_11_01_P,3490000,CDFI2260032015000008,2015-08-03,,1,영업/정상,13,영업중,,,,,327468600,,,인천광역시 중구 을왕동 769-4번지,"인천광역시 중구 을왕로58번길 9-9 (을왕동, 홀리랜드)",22383,홀리랜드A 호스텔,2018-03-17 17:56,I,2018-08-31 23:59,,144331.8761,438815.0345,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,4,0,,,,,,,,,,,,861.12,,,,,,,,,,,,,861,호스텔업
